,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
328,7100,Healthcare,Frederik Paulsen,72.0,Switzerland,Lausanne,Health care,Healthcare,Sweden,,False,D,M,10/30/1950 0:00,,,1950.0,10.0,30.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227511999999999
329,7100,Finance & Investments,Wee Cho Yaw,94.0,Singapore,Singapore,Banking,Finance & Investments,Singapore,,False,D,M,1/10/1929 0:00,,,1929.0,1.0,10.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
330,7100,Manufacturing,Zhang Hejun,71.0,China,Ningbo,Electronics,Manufacturing,China,,True,U,M,1/1/1952 0:00,,,1952.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
331,7000,Technology,Marc Benioff,58.0,United States,San Francisco,Business software,Technology,United States,Salesforce.com,True,D,M,9/25/1964 0:00,California,West,1964.0,9.0,25.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
332,7000,Media & Entertainment,Dmitri Bukhman,37.0,United Kingdom,London,Online games,Media & Entertainment,Israel,,True,D,M,5/27/1985 0:00,,,1985.0,5.0,27.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
333,7000,Media & Entertainment,Igor Bukhman,41.0,United Kingdom,London,Online games,Media & Entertainment,Israel,,True,D,M,3/29/1982 0:00,,,1982.0,3.0,29.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
334,7000,Technology,Jack Dangermond,77.0,United States,Redlands,Mapping software,Technology,United States,,True,U,M,7/23/1945 0:00,California,West,1945.0,7.0,23.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
335,7000,Manufacturing,Ashwin Dani & family,80.0,India,Mumbai,Paints,Manufacturing,India,,False,D,M,10/24/1942 0:00,,,1942.0,10.0,24.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
336,7000,Fashion & Retail,Ralph Lauren,83.0,United States,New York,Apparel,Fashion & Retail,United States,Ralph Lauren,True,U,M,10/14/1939 0:00,New York,Northeast,1939.0,10.0,14.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
337,7000,Real Estate,Law Kar Po,74.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,False,U,M,8/2/1948 0:00,,,1948.0,8.0,2.0,,,,,,,,,,,
338,7000,Diversified,Rohiqa Cyrus Mistry,55.0,India,Mumbai,Diversified,Diversified,India,,False,N,F,6/6/1967 0:00,,,1967.0,6.0,6.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
339,7000,Diversified,Shapoor Mistry,58.0,India,Mumbai,Diversified,Diversified,Ireland,,False,N,M,9/6/1964 0:00,,,1964.0,9.0,6.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
340,7000,Food & Beverage,J. Christopher Reyes,69.0,United States,Hobe Sound,Food distribution,Food & Beverage,United States,"Reyes Holdings, LLC",True,D,M,12/29/1953 0:00,Florida,South,1953.0,12.0,29.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
341,7000,Food & Beverage,Jude Reyes,67.0,United States,Palm Beach,Food distribution,Food & Beverage,United States,"Reyes Holdings, LLC",True,D,M,9/16/1955 0:00,Florida,South,1955.0,9.0,16.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
342,7000,Food & Beverage,Don Vultaggio & family,71.0,United States,Port Washington,Beverages,Food & Beverage,United States,,True,U,M,2/26/1952 0:00,New York,Northeast,1952.0,2.0,26.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
343,6900,Diversified,Alejandro Bailleres Gual & family,62.0,Mexico,,Diversified,Diversified,Mexico,,False,U,M,1/1/1961 0:00,,,1961.0,1.0,1.0,141.54,3.6,"$1,258,286,717,125 ",40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784
344,6900,Diversified,Edythe Broad & family,87.0,United States,Los Angeles,"Homebuilding, insurance",Diversified,United States,,False,E,F,1/1/1936 0:00,California,West,1936.0,1.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
345,6900,Food & Beverage,Pauline MacMillan Keinath,89.0,United States,St. Louis,Cargill,Food & Beverage,United States,,False,D,F,1/1/1934 0:00,Missouri,Midwest,1934.0,1.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
346,6900,Finance & Investments,Philippe Laffont,55.0,United States,New York,Hedge fund,Finance & Investments,United States,Coatue Management,True,U,M,9/16/1967 0:00,New York,Northeast,1967.0,9.0,16.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
347,6900,Technology,Liu Jincheng & family,58.0,China,Huizhou,Lithium batteries,Technology,China,,True,D,M,9/22/1964 0:00,,,1964.0,9.0,22.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
348,6900,Real Estate,Igor Olenicoff,80.0,United States,Lighthouse Point,Real estate,Real Estate,United States,,True,U,M,9/20/1942 0:00,Florida,South,1942.0,9.0,20.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
349,6900,Fashion & Retail,Sandra Ortega Mera,54.0,Spain,La Coruna,Zara,Fashion & Retail,Spain,,False,U,F,7/9/1968 0:00,,,1968.0,7.0,9.0,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.7492199999999998
350,6900,Healthcare,Ronda Stryker,68.0,United States,Portage,Medical equipment,Healthcare,United States,,False,U,F,5/1/1954 0:00,Michigan,Midwest,1954.0,5.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
351,6800,Energy,Dannine Avara,59.0,United States,Houston,Pipelines,Energy,United States,,False,U,F,3/9/1964 0:00,Texas,South,1964.0,3.0,9.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
352,6800,Diversified,Silvio Berlusconi & family,86.0,Italy,Milan,Media,Diversified,Italy,,True,D,M,9/29/1936 0:00,,,1936.0,9.0,29.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
353,6800,Gambling & Casinos,Denise Coates,55.0,United Kingdom,Stoke-on-Trent,Online gambling,Gambling & Casinos,United Kingdom,,True,U,F,9/26/1967 0:00,,,1967.0,9.0,26.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
354,6800,Energy,Scott Duncan,40.0,United States,Houston,Pipelines,Energy,United States,,False,U,M,11/1/1982 0:00,Texas,South,1982.0,11.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
355,6800,Energy,Milane Frantz,53.0,United States,Houston,Pipelines,Energy,United States,,False,U,F,8/12/1969 0:00,Texas,South,1969.0,8.0,12.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
356,6800,Finance & Investments,"Edward Johnson, IV.",58.0,United States,Boston,Fidelity,Finance & Investments,United States,,False,U,M,11/18/1964 0:00,Massachusetts,Northeast,1964.0,11.0,18.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
357,6800,Finance & Investments,Yuri Milner,61.0,United States,Los Altos,Tech investments,Finance & Investments,Israel,DST Global,True,D,M,11/11/1961 0:00,California,West,1961.0,11.0,11.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
358,6800,Technology,Gordon Moore,94.0,United States,Woodside,Intel,Technology,United States,Intel Corp.,True,D,M,1/3/1929 0:00,California,,1929.0,1.0,3.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
359,6800,Finance & Investments,John Overdeck,53.0,United States,Millburn,Hedge funds,Finance & Investments,United States,Two Sigma,True,U,M,12/21/1969 0:00,New Jersey,Northeast,1969.0,12.0,21.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
360,6800,Finance & Investments,David Siegel,61.0,United States,Scarsdale,Hedge funds,Finance & Investments,United States,Two Sigma,True,U,M,7/15/1961 0:00,New York,Northeast,1961.0,7.0,15.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
361,6800,Diversified,Viktor Vekselberg,65.0,Russia,Moscow,"Metals, investments",Diversified,Russia,,True,U,M,4/14/1957 0:00,,,1957.0,4.0,14.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.31875600000001
362,6800,Technology,Wang Laisheng,58.0,China,Shenzhen,Electronics components,Technology,Hong Kong,,True,D,M,12/14/1964 0:00,,,1964.0,12.0,14.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
363,6800,Energy,Randa Duncan Williams,61.0,United States,Houston,Pipelines,Energy,United States,Enterprise GP Holdings,False,U,F,8/28/1961 0:00,Texas,South,1961.0,8.0,28.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
364,6700,Finance & Investments,Ken Fisher,72.0,United States,Dallas,Money management,Finance & Investments,United States,,True,U,M,11/29/1950 0:00,Texas,South,1950.0,11.0,29.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
365,6700,Finance & Investments,Christopher Hohn,56.0,United Kingdom,London,Hedge funds,Finance & Investments,United Kingdom,The Children's Investment Fund Management,True,D,M,10/27/1966 0:00,,,1966.0,10.0,27.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
366,6700,Manufacturing,Kjeld Kirk Kristiansen,75.0,Denmark,Billund,Lego,Manufacturing,Denmark,,False,D,M,12/27/1947 0:00,,,1947.0,12.0,27.0,110.35,0.8,"$348,078,018,464 ",80.6,101.3,81.0,32.4,23.8,5818553.0,56.26392,9.501785
367,6700,Manufacturing,Sofie Kirk Kristiansen,47.0,Denmark,Billund,Lego,Manufacturing,Denmark,,False,D,F,1/1/1976 0:00,,,1976.0,1.0,1.0,110.35,0.8,"$348,078,018,464 ",80.6,101.3,81.0,32.4,23.8,5818553.0,56.26392,9.501785
368,6700,Manufacturing,Thomas Kirk Kristiansen,44.0,Denmark,Billund,Lego,Manufacturing,Denmark,,False,D,M,1/1/1979 0:00,,,1979.0,1.0,1.0,110.35,0.8,"$348,078,018,464 ",80.6,101.3,81.0,32.4,23.8,5818553.0,56.26392,9.501785
369,6700,Healthcare,Massimiliana Landini Aleotti & family,80.0,Italy,Fiesole,Pharmaceuticals,Healthcare,Italy,,False,U,F,1/1/1943 0:00,,,1943.0,1.0,1.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
370,6700,Automotive,Li Ping,55.0,China,Ningde,Batteries,Automotive,Hong Kong,,True,D,M,1/1/1968 0:00,,,1968.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
371,6700,Manufacturing,Lin Jianhua,60.0,China,Hangzhou,Solar panel components,Manufacturing,China,,True,Split Family Fortune,M,8/1/1962 0:00,,,1962.0,8.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
372,6700,Manufacturing,Magdalena Martullo-Blocher,54.0,Switzerland,Feldmeilen,Chemicals,Manufacturing,Switzerland,,False,D,F,1/1/1969 0:00,,,1969.0,1.0,1.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227511999999999
373,6700,Telecom,Xavier Niel,55.0,France,Paris,"Internet, telecom",Telecom,France,,True,D,M,8/25/1967 0:00,,,1967.0,8.0,25.0,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749
374,6700,Energy,Terrence Pegula,72.0,United States,Boca Raton,Natural gas,Energy,United States,Buffalo Sabres,True,U,M,3/27/1951 0:00,Florida,South,1951.0,3.0,27.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
375,6700,Real Estate,"Edward Roski, Jr.",84.0,United States,Los Angeles,Real estate,Real Estate,United States,"Majestic Realty, Co.",False,U,M,12/25/1938 0:00,California,West,1938.0,12.0,25.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
376,6700,Real Estate,John A. Sobrato & family,83.0,United States,Atherton,Real estate,Real Estate,United States,Sobrato Development Cos.,True,U,M,5/23/1939 0:00,California,West,1939.0,5.0,23.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
377,6700,Finance & Investments,George Soros,92.0,United States,Katonah,Hedge funds,Finance & Investments,United States,Soros Fund Management LLC,True,D,M,8/12/1930 0:00,New York,Northeast,1930.0,8.0,12.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
378,6700,Technology,David Sun,71.0,United States,Irvine,Computer hardware,Technology,United States,Kingston Technology Corporation,True,U,M,10/12/1951 0:00,California,West,1951.0,10.0,12.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
379,6700,Manufacturing,Agnete Kirk Thinggaard,39.0,Denmark,Billund,Lego,Manufacturing,Denmark,,False,D,F,5/18/1983 0:00,,,1983.0,5.0,18.0,110.35,0.8,"$348,078,018,464 ",80.6,101.3,81.0,32.4,23.8,5818553.0,56.26392,9.501785
380,6700,Technology,John Tu,81.0,United States,Rolling Hills,Computer hardware,Technology,United States,Kingston Technology Corporation,True,U,M,8/12/1941 0:00,California,West,1941.0,8.0,12.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
381,6700,Food & Beverage,Xu Shihui,65.0,China,Quanzhou,"Snacks, beverages",Food & Beverage,China,,True,D,M,1/1/1958 0:00,,,1958.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
382,6600,Manufacturing,Rahel Blocher,47.0,Switzerland,Wilen bei Wollerau,Chemicals,Manufacturing,Switzerland,,False,D,F,1/1/1976 0:00,,,1976.0,1.0,1.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227511999999999
383,6600,Food & Beverage,Bubba Cathy,68.0,United States,Atlanta,Chick-fil-A,Food & Beverage,United States,,False,U,M,4/22/1954 0:00,Georgia,South,1954.0,4.0,22.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
384,6600,Food & Beverage,Dan Cathy,70.0,United States,Atlanta,Chick-fil-A,Food & Beverage,United States,,False,U,M,3/1/1953 0:00,Georgia,South,1953.0,3.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
385,6600,Food & Beverage,Trudy Cathy White,67.0,United States,Hampton,Chick-fil-A,Food & Beverage,United States,,False,U,F,12/17/1955 0:00,Georgia,South,1955.0,12.0,17.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
386,6600,Finance & Investments,Bruce Kovner,78.0,United States,New York,Hedge funds,Finance & Investments,United States,Caxton Associates LP,True,U,M,2/25/1945 0:00,New York,Northeast,1945.0,2.0,25.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
387,6600,Technology,"Henry Nicholas, III.",63.0,United States,Newport Coast,Semiconductors,Technology,United States,Broadcom,True,U,M,10/8/1959 0:00,California,West,1959.0,10.0,8.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
388,6600,Finance & Investments,Nadia Thiele,47.0,Germany,Munich,Investments,Finance & Investments,Germany,,False,U,F,1/7/1976 0:00,,,1976.0,1.0,7.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165690999999995,10.451526
389,6500,Finance & Investments,David Bonderman,80.0,United States,Fort Worth,Private equity,Finance & Investments,United States,,True,U,M,11/27/1942 0:00,Texas,South,1942.0,11.0,27.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
390,6500,Technology,Melinda French Gates,58.0,United States,Medina,Microsoft,Technology,United States,Bill & Melinda Gates Foundation,False,U,F,8/15/1964 0:00,Washington,West,1964.0,8.0,15.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
391,6500,Fashion & Retail,Nathan Kirsh,91.0,Eswatini (Swaziland),Ezulwini,"Retail, real estate",Fashion & Retail,Eswatini (Swaziland),,True,U,M,1/6/1932 0:00,,,1932.0,1.0,6.0,,,,,,,,,,,
392,6500,Real Estate,Annette Lerner & family,93.0,United States,Chevy Chase,Real estate,Real Estate,United States,,False,N,F,2/27/1930 0:00,Maryland,South,1930.0,2.0,27.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
393,6500,Real Estate,David Reuben,84.0,United Kingdom,London,"Investments, real estate",Real Estate,United Kingdom,,True,D,M,9/1/1938 0:00,,,1938.0,9.0,1.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
394,6500,Diversified,Simon Reuben,81.0,Monaco,Monaco,"Real estate, investments",Diversified,United Kingdom,,True,D,M,5/1/1941 0:00,,,1941.0,5.0,1.0,,,"$7,184,844,193 ",,,,,,38964.0,43.738417600000005,7.4246158
395,6500,Real Estate,Radovan Vitek,51.0,Switzerland,Crans Montana,Real estate,Real Estate,Czech Republic,,True,U,M,4/22/1971 0:00,,,1971.0,4.0,22.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227511999999999
396,6400,Finance & Investments,Carl Bennet,71.0,Sweden,Gothenberg,Investments,Finance & Investments,Sweden,,True,D,M,8/19/1951 0:00,,,1951.0,8.0,19.0,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
397,6400,Sports,Stephen Bisciotti,62.0,United States,Hobe Sound,"Staffing, Baltimore Ravens",Sports,United States,Baltimore Ravens,True,U,M,4/10/1960 0:00,Florida,South,1960.0,4.0,10.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
398,6400,Finance & Investments,Stanley Druckenmiller,69.0,United States,New York,Hedge funds,Finance & Investments,United States,Duquesne Family Office,True,D,M,6/14/1953 0:00,New York,Northeast,1953.0,6.0,14.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
399,6400,Healthcare,Jian Jun,59.0,China,Beijing,Biomedical products,Healthcare,China,,True,U,F,11/1/1963 0:00,,,1963.0,11.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
400,6400,Energy,Alexei Kuzmichev,60.0,France,Paris,"Oil, banking, telecom",Energy,Russia,,True,U,M,10/15/1962 0:00,,,1962.0,10.0,15.0,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749
401,6400,Manufacturing,Dmitry Rybolovlev & family,56.0,Monaco,Monaco,Fertilizer,Manufacturing,Russia,,True,D,M,11/22/1966 0:00,,,1966.0,11.0,22.0,,,"$7,184,844,193 ",,,,,,38964.0,43.738417600000005,7.4246158
402,6400,Finance & Investments,Luis Carlos Sarmiento,90.0,Colombia,Bogota,Banking,Finance & Investments,Colombia,,True,D,M,1/27/1933 0:00,,,1933.0,1.0,27.0,140.95,3.5,"$323,802,808,108 ",55.3,114.5,77.1,14.4,71.2,50339443.0,4.570868,-74.297333
403,6400,Logistics,Dennis Washington,88.0,United States,Missoula,"Construction, mining",Logistics,United States,,True,D,M,7/27/1934 0:00,Montana,West,1934.0,7.0,27.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
404,6300,Construction & Engineering,Anthony Bamford & family,77.0,United Kingdom,Gloucestershire,Construction equipment,Construction & Engineering,United Kingdom,,False,U,M,10/23/1945 0:00,,,1945.0,10.0,23.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
405,6300,Energy,Gao Jifan & family,58.0,China,Changzhou,Solar equipment,Energy,China,,True,D,M,1/1/1965 0:00,,,1965.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
406,6300,Finance & Investments,John Grayken,66.0,United Kingdom,London,Private equity,Finance & Investments,Ireland,,True,D,M,6/1/1956 0:00,,,1956.0,6.0,1.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
407,6300,Healthcare,Alain Merieux & family,85.0,France,Lyon,Pharmaceuticals,Healthcare,France,,False,D,M,1/1/1938 0:00,,,1938.0,1.0,1.0,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749
408,6300,Energy,Wang Yusuo & family,59.0,China,Langfang,Natural gas distribution,Energy,China,,True,U,M,3/11/1964 0:00,,,1964.0,3.0,11.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
409,6300,Manufacturing,Stef Wertheimer & family,96.0,Israel,Tel Aviv,Metalworking tools,Manufacturing,Israel,,True,U,M,7/16/1926 0:00,,,1926.0,7.0,16.0,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051000000002,34.851612
410,6200,Food & Beverage,Maria Asuncion Aramburuzabala & family,59.0,Mexico,Mexico City,"Beer, investments",Food & Beverage,Mexico,,False,E,F,5/2/1963 0:00,,,1963.0,5.0,2.0,141.54,3.6,"$1,258,286,717,125 ",40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784
411,6200,Diversified,Gustaf Douglas,85.0,Sweden,Stockholm,Investments,Diversified,Sweden,,True,D,M,3/3/1938 0:00,,,1938.0,3.0,3.0,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
412,6200,Service,Frits Goldschmeding,89.0,Netherlands,Amsterdam,Temp agency,Service,Netherlands,,True,U,M,8/2/1933 0:00,,,1933.0,8.0,2.0,115.91,2.6,"$909,070,395,161 ",85.0,104.2,81.8,23.0,41.2,17332850.0,52.132633,5.291266
413,6200,Food & Beverage,Lin Muqin & family,59.0,China,Shenzhen,Beverages,Food & Beverage,China,,True,U,M,1/1/1964 0:00,,,1964.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
414,6200,Manufacturing,Ruan Liping,59.0,China,Ningbo,Power strips,Manufacturing,Hong Kong,,True,U,M,1/1/1964 0:00,,,1964.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
