 Mean of the integrated profile, Standard deviation of the integrated profile, Excess kurtosis of the integrated profile, Skewness of the integrated profile, Mean of the DM-SNR curve, Standard deviation of the DM-SNR curve, Excess kurtosis of the DM-SNR curve, Skewness of the DM-SNR curve
124,52,4,3,7,23,10,53
93,42,5,8,20,54,7,11
112,57,4,3,8,30,10,44
140,50,3,3,5,16,15,193
25,33,10,43,119,95,4,2
123,59,4,3,19,53,7,12
127,57,3,3,6,17,13,128
88,46,4,5,15,47,7,18
105,55,4,4,6,18,13,126
96,46,4,4,5,19,16,167
118,49,4,4,6,18,13,118
118,52,3,3,9,35,9,37
36,32,9,38,50,81,5,4
17,34,11,58,116,73,4,3
120,52,3,4,5,22,14,119
70,71,5,4,5,17,17,221
14,37,9,35,161,68,3,3
102,47,4,4,5,18,16,190
86,37,5,9,6,22,13,98
116,49,4,4,6,19,13,117
128,56,4,3,4,12,25,556
125,48,4,3,5,20,14,125
100,43,4,5,5,14,19,322
81,60,5,5,41,73,5,5
123,55,4,3,4,11,34,972
74,42,6,11,22,59,7,11
137,48,3,4,6,18,13,123
143,48,3,4,7,22,11,67
141,62,3,3,7,21,12,89
123,47,4,4,7,21,11,69
86,42,4,5,6,20,13,99
125,56,3,3,7,22,12,84
113,47,4,4,6,20,12,99
104,50,4,4,20,54,7,12
64,43,7,16,33,67,6,7
110,50,4,4,5,19,16,172
147,53,4,3,204,65,1,9
103,51,4,4,6,21,12,84
100,59,4,4,15,45,7,16
84,43,5,7,8,30,10,48
119,54,4,3,5,18,15,162
100,48,4,4,7,22,11,64
144,53,3,3,7,23,11,77
89,49,5,7,5,18,16,184
55,59,6,8,44,69,5,5
120,50,4,4,6,18,13,112
141,52,4,4,7,23,11,66
122,51,3,3,8,29,10,49
152,57,3,3,7,28,11,66
117,48,4,3,23,61,6,9
79,47,5,7,9,28,9,33
94,60,5,3,14,45,8,23
104,43,4,5,5,15,18,278
134,51,4,3,6,20,13,102
134,57,4,3,130,87,3,2
99,53,4,4,25,61,6,9
86,41,4,6,4,16,20,310
117,60,4,3,9,29,10,45
130,58,4,3,9,31,9,37
120,54,4,3,6,20,12,89
112,53,4,4,6,25,12,76
118,54,4,3,6,20,13,105
104,52,4,4,8,31,11,62
108,51,4,4,7,24,12,79
114,65,4,3,21,57,7,12
131,49,3,4,5,18,13,125
125,54,4,3,8,29,10,45
89,40,4,6,7,25,11,58
130,48,3,4,5,19,16,169
142,57,4,3,6,23,14,114
125,48,4,4,5,15,17,243
148,49,3,4,17,48,7,13
122,45,3,4,5,16,14,163
130,50,4,3,6,22,12,87
123,52,3,3,6,21,14,110
119,48,4,4,4,14,23,407
136,49,3,4,9,32,9,35
148,45,3,4,6,20,11,79
142,56,3,3,6,22,12,101
120,51,4,4,6,18,13,114
141,52,3,4,11,40,8,27
95,42,4,5,4,12,28,719
151,48,3,4,5,19,15,145
153,50,3,3,51,78,5,3
119,59,4,3,4,15,20,294
132,53,4,3,4,13,27,601
141,62,3,3,5,17,16,177
127,45,4,4,5,16,15,179
116,51,4,4,5,18,17,215
126,49,3,4,6,17,14,143
119,54,4,4,13,37,7,17
110,51,4,4,6,21,13,100
116,51,4,4,4,15,19,273
130,54,3,3,11,36,8,25
109,57,4,3,5,15,16,248
101,49,4,4,6,24,13,93
99,51,4,4,6,19,13,106
94,47,4,5,5,16,15,172
123,58,4,3,4,13,23,433
131,48,4,4,13,41,7,19
122,47,3,4,12,40,8,26
121,59,4,3,5,16,15,174
116,52,4,3,5,19,16,166
95,47,4,5,5,15,16,206
111,51,4,3,10,35,9,33
112,51,4,4,7,22,11,76
100,49,4,5,7,27,11,65
127,54,4,3,6,19,13,102
141,55,3,3,8,27,10,49
112,59,4,3,5,15,16,226
92,51,4,4,8,30,10,46
152,52,3,3,18,52,7,13
128,59,4,3,6,21,12,83
128,52,4,4,8,31,10,44
105,52,4,4,7,23,10,60
34,53,7,14,135,83,3,3
114,45,4,5,5,20,14,131
124,51,4,3,12,39,8,27
146,57,3,3,17,46,7,12
124,62,4,3,11,36,8,27
123,56,4,4,6,19,12,102
166,43,3,5,12,40,8,22
121,51,4,3,6,25,12,75
138,54,3,3,5,16,17,206
101,52,4,4,10,37,9,35
151,56,3,3,7,25,11,67
129,46,4,4,7,25,11,69
140,57,4,3,4,15,21,351
85,42,4,6,6,20,13,109
113,45,4,4,6,20,12,87
81,46,4,5,6,18,13,116
126,53,4,4,6,24,13,102
106,48,4,4,7,24,11,61
142,59,3,3,8,27,10,53
108,49,4,4,5,19,14,124
129,57,4,3,13,42,8,23
122,53,4,3,5,16,15,174
125,51,3,3,5,16,17,213
112,41,4,5,8,27,9,36
118,43,4,4,5,17,14,147
116,48,4,4,6,17,14,155
119,46,4,4,4,15,18,255
123,55,4,3,9,32,9,31
110,52,4,4,5,17,16,184
122,48,4,4,7,25,11,62
142,55,4,3,6,22,11,72
152,60,3,3,8,25,11,67
139,54,3,3,5,17,18,231
110,55,4,3,6,19,12,99
113,52,4,4,7,21,11,67
134,56,4,3,5,18,14,139
122,59,4,3,10,32,9,35
116,51,4,4,10,35,9,29
123,56,3,3,5,14,20,361
147,54,3,3,5,14,18,271
95,40,4,6,5,15,15,207
148,53,3,3,7,26,11,65
117,45,4,4,5,17,15,154
117,53,4,4,8,23,10,56
138,54,3,3,5,14,18,288
124,58,4,3,25,67,6,10
92,40,4,6,6,18,13,119
124,47,4,4,6,22,12,87
132,62,3,3,7,25,10,58
93,55,4,4,28,62,6,8
130,55,3,3,5,15,15,205
109,55,4,4,8,30,11,55
43,44,7,17,21,50,6,12
110,49,4,4,5,19,13,118
110,56,4,4,15,45,7,17
128,59,4,3,5,17,18,224
134,59,4,3,15,50,8,20
129,61,4,3,17,49,7,14
80,37,5,8,8,27,10,54
49,33,8,28,25,56,6,12
84,55,5,6,38,78,5,6
93,47,4,5,5,20,16,172
54,33,7,23,6,25,12,76
128,64,4,2,6,19,16,174
119,57,4,3,145,87,3,3
13,34,10,45,118,53,4,5
89,48,5,7,15,48,7,18
68,39,6,13,16,45,7,19
122,45,4,4,11,34,8,27
57,47,6,12,13,41,8,23
128,51,3,4,8,33,10,44
110,44,4,4,5,16,15,180
87,39,4,7,9,27,9,38
56,35,7,20,45,71,5,5
80,43,6,10,39,66,5,6
58,43,6,12,62,81,5,3
133,55,4,3,5,18,14,143
68,49,6,10,13,41,8,24
115,51,4,4,6,19,13,107
139,49,3,4,7,24,10,55
64,54,6,8,27,59,6,9
140,53,3,3,102,100,4,2
104,49,4,4,14,42,7,19
104,44,4,5,6,24,12,84
140,44,4,4,5,19,16,183
110,44,4,4,5,15,18,251
146,54,4,3,5,20,16,177
127,55,4,3,6,21,13,98
95,49,4,5,8,32,10,48
118,63,4,3,7,30,11,64
119,58,4,3,4,14,21,362
124,59,4,3,6,21,13,107
75,42,5,9,18,49,7,14
140,49,3,4,9,33,9,38
133,52,3,4,5,21,14,120
134,62,3,3,6,24,13,94
126,55,4,3,5,20,15,140
81,47,5,8,14,47,8,21
109,50,4,4,5,17,18,221
134,52,3,4,5,17,14,138
156,57,3,3,8,32,11,53
132,56,3,3,6,22,13,110
134,51,3,4,15,45,7,16
135,55,3,3,6,21,13,110
108,50,4,4,4,16,19,254
131,63,3,3,10,38,9,32
113,55,4,3,5,15,17,245
116,54,4,3,6,24,13,93
102,46,4,4,6,25,12,81
143,53,4,3,6,19,14,144
118,49,4,4,5,16,17,220
45,34,8,28,18,45,7,14
133,58,4,3,11,38,8,27
132,55,4,3,7,22,11,69
107,50,4,4,9,34,9,37
134,55,3,3,6,24,12,72
126,47,4,4,5,18,17,204
115,47,4,4,13,43,8,19
125,44,3,4,7,29,11,59
142,55,3,4,9,35,9,34
112,62,4,3,4,15,22,385
116,46,4,4,7,25,11,67
130,46,4,4,5,18,14,129
128,57,3,3,7,24,11,73
137,52,3,4,5,15,17,251
150,54,3,3,7,26,12,73
101,50,4,4,8,25,10,47
111,44,4,4,6,20,13,102
56,45,6,13,12,36,8,28
58,39,7,18,28,61,6,8
111,47,4,4,6,23,13,100
94,43,4,5,9,35,9,37
122,54,4,3,6,18,13,125
118,54,4,4,5,16,16,185
116,54,4,4,13,42,8,19
101,47,4,4,6,20,12,102
124,54,4,3,10,30,8,27
36,31,9,40,56,76,5,4
29,40,8,23,94,69,4,3
73,40,6,13,28,61,6,8
64,35,7,20,12,36,9,33
101,43,5,6,8,32,10,46
107,51,4,3,7,23,11,71
157,49,3,4,6,17,14,157
135,49,4,4,6,17,14,146
102,47,4,4,5,22,14,126
80,52,5,6,19,48,7,12
112,54,4,3,5,15,18,257
109,42,4,4,5,21,14,114
122,54,4,3,5,18,18,219
118,47,3,4,5,17,14,152
80,43,5,8,12,43,8,25
120,58,4,3,5,20,16,156
118,58,4,3,7,25,11,62
108,48,4,4,6,18,13,118
91,45,4,6,5,15,18,256
62,68,5,5,102,74,4,3
88,78,4,3,102,54,5,4
62,71,5,5,113,65,4,3
114,90,4,2,124,44,4,4
62,68,5,5,102,78,4,3
133,89,3,2,111,46,4,4
63,70,5,5,108,79,4,2
133,58,3,3,5,20,14,126
144,58,3,3,154,48,3,6
118,58,4,3,13,42,8,21
160,47,3,4,24,63,6,9
66,49,6,12,20,54,7,14
131,47,4,4,6,22,13,106
121,57,4,3,5,16,15,176
122,50,4,3,4,15,19,285
90,32,5,12,6,17,13,127
123,48,3,4,5,16,15,181
77,50,5,8,11,41,9,28
101,53,4,4,5,20,14,116
126,47,4,4,5,18,16,186
85,45,5,7,7,28,11,66
98,44,4,5,6,19,12,92
95,51,5,5,17,49,7,14
111,44,4,5,6,20,13,114
36,32,9,40,29,64,6,8
129,53,4,3,6,19,12,94
11,37,9,39,91,63,4,4
122,73,4,2,159,61,4,2
137,68,3,2,55,91,5,3
142,65,4,2,5,20,16,161
150,45,3,4,6,26,12,81
60,34,6,17,9,33,10,42
153,53,3,4,8,32,10,41
63,34,6,17,12,42,8,27
53,36,7,24,18,50,7,15
30,36,8,31,51,67,5,5
86,41,4,6,5,14,19,327
124,58,3,3,6,20,13,97
129,48,3,4,12,37,8,28
100,45,4,5,10,35,9,29
90,40,4,6,8,28,10,44
56,48,6,12,20,50,7,12
34,52,7,13,139,51,4,4
90,41,4,5,6,17,14,141
132,55,3,3,20,54,6,11
98,52,4,4,16,50,7,16
41,47,7,14,53,74,5,4
136,55,4,3,4,15,22,358
121,55,4,3,4,15,19,279
137,48,4,4,8,29,9,40
85,47,4,5,10,33,9,37
122,52,4,3,9,34,9,40
116,61,4,3,5,16,17,215
125,56,4,3,17,48,7,13
122,39,4,5,5,17,18,246
84,46,5,7,8,33,10,48
113,53,4,4,8,28,10,47
23,34,9,41,45,69,5,5
118,50,4,4,6,18,13,119
96,50,4,4,6,21,12,82
126,50,3,3,9,34,9,37
70,62,5,6,71,84,4,3
59,34,7,25,36,72,5,6
146,60,3,3,12,43,8,23
124,50,4,4,7,26,11,62
130,50,4,4,6,18,12,98
134,53,4,4,6,18,12,105
123,56,4,3,5,16,16,195
79,43,4,6,5,17,14,148
129,50,4,3,6,18,12,104
119,50,4,4,7,24,11,71
146,45,4,4,22,57,6,9
129,47,4,4,6,21,12,87
131,53,4,3,6,19,13,105
104,40,4,5,5,17,14,148
129,61,4,3,9,33,9,39
124,50,3,3,8,31,10,50
121,51,4,4,6,24,11,70
119,46,4,4,5,14,20,329
85,45,5,6,5,17,16,192
121,53,4,3,6,25,12,77
128,50,3,3,7,28,10,51
141,52,4,4,8,32,10,53
129,51,4,3,5,21,14,120
138,46,3,4,9,33,9,39
103,42,4,5,6,17,14,138
119,47,4,4,5,19,17,189
137,57,4,3,6,24,14,112
85,51,5,7,25,57,6,12
49,32,8,32,23,58,7,12
125,52,4,3,11,38,9,28
110,47,4,5,6,22,13,108
109,49,4,4,10,37,9,30
92,42,4,5,8,29,11,56
95,53,4,4,5,19,14,131
104,43,4,5,7,22,10,56
78,40,5,7,4,13,27,585
123,53,4,4,5,19,14,137
137,56,3,3,11,39,9,29
73,38,5,10,12,40,8,24
147,51,3,4,16,49,7,16
148,53,3,4,30,66,6,6
97,41,4,5,5,18,13,116
84,47,5,7,84,84,4,3
142,61,4,3,6,20,12,86
134,45,3,4,4,14,20,323
129,51,4,4,6,25,13,100
96,45,4,5,6,20,12,91
106,45,4,5,7,25,11,60
110,49,4,4,24,55,6,8
126,56,4,3,5,15,19,299
114,44,4,4,6,20,12,87
29,33,10,48,30,59,6,9
110,50,4,4,5,19,14,137
120,60,4,3,6,20,13,102
70,50,5,7,11,37,9,31
92,49,5,6,11,40,8,26
99,44,4,5,6,23,13,88
139,52,4,4,5,17,15,164
113,56,4,3,8,29,10,45
100,57,4,3,9,30,9,38
87,42,4,5,6,21,11,75
84,40,4,6,4,15,22,375
125,58,3,3,7,23,11,73
143,50,3,4,5,18,15,164
126,52,4,4,7,21,11,69
82,41,4,6,7,27,11,63
86,47,5,7,18,53,7,15
116,39,4,5,6,22,13,113
60,42,6,15,12,42,8,28
10,37,9,38,126,61,4,3
65,44,6,10,14,45,8,21
87,44,5,7,11,39,8,28
102,43,4,5,6,20,14,132
88,55,5,5,27,65,6,8
87,59,4,4,30,72,6,7
37,34,9,35,30,61,6,9
57,60,6,7,110,65,4,3
106,51,4,4,7,21,11,74
105,51,4,4,7,21,12,88
126,49,4,4,6,19,13,110
69,49,6,11,22,56,7,12
94,39,5,10,11,37,9,31
37,34,9,33,24,57,6,12
131,51,4,3,7,29,11,58
139,59,4,3,7,25,11,63
102,40,4,6,6,18,12,102
100,51,4,4,21,61,7,11
118,63,4,3,22,58,6,10
159,43,3,5,9,34,9,39
130,52,4,3,7,25,12,75
125,60,4,3,6,24,12,71
122,40,4,5,5,15,15,210
112,59,4,3,6,20,12,89
108,52,4,4,5,15,15,195
134,45,4,4,5,18,16,169
135,51,4,3,6,20,13,118
52,38,7,18,34,62,6,7
102,41,4,5,6,20,15,148
130,49,4,4,22,57,6,9
44,44,7,13,48,73,5,5
152,56,3,3,5,16,15,196
137,57,3,4,7,28,11,58
146,45,3,5,6,21,12,90
109,47,4,4,6,16,13,149
124,53,4,3,11,37,8,22
70,45,6,11,11,40,9,29
132,56,3,3,6,20,13,116
104,51,4,4,6,19,14,143
170,44,3,5,7,24,11,72
118,55,4,3,7,27,11,66
87,42,4,5,6,18,14,150
146,50,3,4,9,33,10,43
81,39,4,7,5,16,16,204
101,50,4,4,9,33,9,34
113,53,4,3,7,21,12,88
115,51,4,3,5,21,14,116
132,54,4,4,8,26,10,46
128,52,3,3,5,18,15,157
155,45,3,4,5,22,14,108
106,39,4,6,6,18,13,113
118,52,4,3,4,13,24,522
56,38,7,19,37,69,6,6
140,50,3,4,8,33,10,43
15,38,9,35,139,76,3,3
52,40,7,18,11,37,9,32
15,35,11,58,121,73,3,3
73,47,6,10,13,43,8,25
91,66,4,3,5,18,17,203
58,38,7,17,66,79,5,4
117,47,4,4,4,16,21,340
123,54,4,4,7,28,12,72
139,52,4,3,6,20,13,106
96,49,4,4,4,13,22,405
23,32,10,54,88,78,4,3
127,49,4,4,10,31,9,31
112,49,4,4,6,17,13,126
106,40,4,5,7,26,11,59
114,44,4,5,5,16,17,202
95,59,4,4,39,73,5,6
116,55,4,3,5,16,17,216
128,57,4,3,7,21,11,74
104,56,4,3,5,16,19,267
133,74,4,3,152,43,3,4
131,50,4,4,7,25,10,54
117,44,4,5,6,19,12,95
123,57,4,3,22,54,6,9
116,56,4,3,5,16,15,174
97,45,4,5,6,22,12,80
117,49,4,3,9,30,9,41
72,38,6,13,17,50,7,15
138,52,3,3,23,50,6,6
143,57,3,3,5,15,17,253
84,44,6,10,28,61,6,8
132,48,3,4,6,21,13,101
101,52,4,4,8,32,10,41
116,49,4,4,7,25,11,58
53,39,6,16,10,35,9,33
125,51,4,4,6,18,13,116
115,62,4,3,16,50,7,17
117,53,4,3,5,22,14,126
136,58,3,3,6,22,11,76
86,38,4,7,5,17,15,158
99,46,4,5,6,20,13,117
110,40,4,5,5,15,16,219
113,61,4,3,13,43,8,23
117,52,4,4,5,15,16,206
116,49,4,4,7,23,12,91
114,55,4,3,6,23,11,71
133,56,4,3,5,15,15,199
102,52,4,4,8,26,10,51
128,57,4,3,6,18,13,126
111,51,4,4,5,20,14,124
101,43,4,5,9,33,9,37
132,54,4,4,6,23,12,88
127,45,4,4,10,33,9,35
135,54,4,3,8,32,10,43
109,50,4,4,10,34,9,28
120,63,4,3,5,16,18,243
113,44,4,5,5,16,17,229
131,53,4,3,6,20,11,76
96,46,5,6,15,46,7,18
114,42,4,5,5,20,16,161
48,45,7,17,11,35,9,33
74,46,5,10,24,61,6,10
105,46,4,4,5,16,15,183
64,35,7,19,14,47,8,20
59,40,7,16,54,74,5,4
125,48,4,4,4,14,23,425
107,48,4,5,30,65,6,6
125,45,4,4,6,19,12,106
131,56,4,3,8,26,10,44
117,51,4,4,5,18,14,142
91,43,4,6,6,18,12,107
149,53,3,3,7,22,11,68
141,62,3,3,8,30,10,46
129,57,3,3,7,20,12,84
148,49,3,4,177,62,1,7
54,36,7,21,37,61,6,8
147,53,3,4,86,84,4,2
18,38,9,32,135,69,3,3
116,47,4,4,7,22,11,65
13,40,9,35,116,50,4,4
124,48,4,4,6,18,14,146
113,53,4,4,6,22,13,99
131,58,3,3,7,21,12,93
62,59,6,7,71,83,4,3
141,48,4,4,18,45,7,13
36,48,7,15,31,56,6,8
142,54,3,3,8,28,10,43
109,48,4,4,6,22,13,108
54,31,7,28,37,69,5,6
113,56,4,3,7,25,11,61
138,52,3,3,8,29,10,52
100,49,4,4,5,16,14,152
90,38,4,7,5,20,15,143
128,53,4,3,5,17,13,129
55,37,7,22,51,76,5,4
144,52,4,3,7,25,11,67
149,52,4,3,8,30,10,43
45,32,8,34,16,48,7,17
138,60,3,3,51,80,5,4
74,66,5,5,84,79,4,3
112,47,4,4,5,14,19,300
65,42,5,9,6,23,13,96
86,41,5,9,38,76,5,5
79,38,5,12,16,40,7,18
92,41,4,6,7,21,10,60
133,47,4,4,17,51,7,14
97,46,5,6,8,29,11,56
102,43,4,5,8,30,10,44
96,39,5,8,12,40,8,25
106,35,4,8,5,19,14,140
74,40,6,13,13,40,8,28
93,44,4,5,7,26,11,60
130,55,4,3,8,29,10,48
13,36,9,39,72,69,4,3
133,57,4,3,68,86,4,3
79,47,5,8,14,46,8,21
46,35,8,29,21,52,7,13
117,102,4,2,149,68,3,2
121,78,4,2,36,72,6,7
36,67,6,7,81,70,4,3
114,51,4,5,46,77,5,4
29,35,9,35,54,69,5,5
96,54,5,5,15,43,7,16
122,52,4,3,14,46,7,18
69,50,6,9,91,76,4,3
83,42,5,8,13,43,8,23
137,53,4,3,196,45,1,9
33,42,8,21,145,66,4,3
64,41,6,12,21,52,7,14
107,55,4,4,6,19,12,102
134,56,4,3,7,24,10,61
112,49,4,4,5,20,14,134
47,41,7,17,19,50,7,12
22,35,9,38,73,73,4,3
148,55,3,3,5,18,13,124
148,53,3,3,6,20,11,79
143,46,4,4,6,17,14,146
64,40,5,10,24,59,6,10
119,49,4,4,29,68,6,7
115,56,4,3,5,19,15,153
109,40,4,5,6,18,13,114
72,35,6,13,15,45,8,20
95,39,4,7,5,19,16,174
90,40,4,6,5,20,14,133
110,55,4,3,11,40,8,27
33,49,7,14,54,63,5,5
126,55,4,3,7,26,11,57
99,43,4,5,6,21,12,88
109,55,4,3,5,17,14,139
82,40,5,7,12,40,8,24
35,46,7,16,66,71,4,4
96,38,4,6,4,15,23,394
136,47,3,4,8,27,9,41
55,43,6,15,27,56,6,9
109,50,4,4,7,27,10,50
67,47,5,9,7,26,11,63
120,56,4,3,5,15,17,236
110,65,4,3,226,32,0,15
112,48,4,4,5,16,15,181
87,41,4,6,5,18,15,163
25,36,9,31,103,81,4,2
74,41,6,11,66,78,4,3
43,32,8,34,30,61,6,7
84,46,5,7,38,74,5,5
136,71,3,2,192,53,2,5
135,57,3,3,7,22,11,81
117,53,4,3,8,33,10,42
118,55,4,3,5,17,18,221
126,46,4,4,6,18,13,130
139,57,3,3,6,19,13,124
132,54,4,3,4,13,23,489
138,53,4,3,5,18,13,120
104,53,4,4,7,23,11,71
120,54,4,3,6,17,13,135
113,47,4,4,4,13,24,530
119,40,4,5,12,42,8,25
58,45,6,14,163,68,3,4
64,47,6,11,182,79,2,4
97,55,4,4,191,64,1,8
117,42,4,5,5,20,15,151
155,45,3,4,6,23,14,114
94,49,4,4,5,16,17,230
75,45,5,7,6,25,12,87
95,46,4,6,10,38,9,32
21,46,8,19,110,65,4,3
47,38,7,19,19,47,7,13
115,50,4,4,5,15,19,293
116,72,4,2,191,57,2,5
86,40,4,6,5,16,16,192
132,49,4,4,6,19,13,112
55,41,6,14,6,22,12,94
120,54,4,4,6,20,12,96
31,34,10,46,68,70,5,4
116,52,4,3,8,32,10,52
71,58,6,7,47,67,5,5
117,53,4,4,5,16,18,238
87,51,5,5,8,29,10,51
123,55,4,3,7,24,10,57
126,49,3,4,5,17,19,275
42,64,6,8,94,59,4,4
91,48,5,5,23,56,6,11
141,54,4,4,5,18,14,137
138,53,3,3,6,18,13,114
130,46,3,4,5,15,18,268
79,38,4,8,4,12,31,826
126,63,4,3,16,41,7,12
125,52,3,3,6,19,12,102
149,49,3,4,6,19,13,111
70,62,5,6,77,84,4,3
105,52,4,4,9,34,9,38
129,72,3,2,206,22,1,18
137,49,3,4,8,29,10,44
120,52,3,3,10,35,9,30
131,48,4,4,9,36,9,35
140,46,3,4,8,26,10,49
68,56,5,6,68,85,4,3
132,53,4,3,9,33,10,42
126,52,4,4,6,20,12,90
109,47,4,4,4,13,24,469
82,40,5,8,6,24,13,98
131,53,4,4,5,21,14,121
117,55,4,3,7,24,10,48
92,40,4,6,7,26,11,62
28,32,9,41,91,75,4,3
110,45,4,4,6,17,14,137
65,52,5,8,42,76,5,4
95,44,5,7,10,36,9,35
134,50,4,4,9,28,9,38
104,46,4,5,12,42,8,27
105,54,4,4,11,42,9,29
25,43,8,23,82,55,5,5
51,43,7,16,18,48,7,15
132,58,4,3,10,35,8,27
129,59,3,3,7,23,11,75
59,53,6,10,32,59,6,7
78,55,5,6,13,39,8,25
118,51,4,4,5,21,15,148
140,49,3,4,5,15,17,243
127,49,4,4,5,19,14,120
65,56,5,7,20,54,7,12
129,52,3,3,10,36,9,34
148,59,4,3,9,30,9,41
116,56,4,3,6,23,12,82
124,56,4,3,20,54,7,13
102,47,4,4,11,38,8,27
93,43,4,6,5,16,16,196
78,43,6,11,17,48,7,17
43,31,8,33,16,40,7,19
124,48,4,4,10,33,9,37
87,50,4,4,7,29,12,70
55,43,6,15,10,32,9,41
116,57,4,3,6,24,12,86
77,39,6,11,16,49,7,16
116,46,4,4,6,25,12,77
69,37,6,13,10,38,9,31
45,46,7,16,49,72,5,4
51,42,7,14,156,64,3,3
113,43,4,5,7,26,11,65
96,50,5,6,12,41,8,25
73,56,5,6,41,73,5,5
109,49,4,4,7,25,11,63
61,39,6,16,7,31,11,58
127,56,3,3,192,32,2,11
118,54,3,3,7,28,12,73
123,61,4,3,6,19,12,100
137,50,3,4,5,18,14,144
126,59,4,3,6,20,13,100
142,60,3,3,7,26,11,69
142,54,3,4,5,21,15,134
92,54,5,4,112,70,3,3
77,42,6,10,137,72,3,3
93,49,4,5,8,33,10,42
89,38,5,11,31,57,6,9
135,56,4,3,12,37,8,23
24,39,8,26,128,75,3,3
17,32,10,53,136,85,3,2
84,41,5,6,6,20,11,80
119,56,4,3,20,55,6,11
90,52,5,7,26,59,6,10
88,43,4,6,6,22,11,74
78,51,6,8,19,53,7,14
140,55,4,3,36,77,5,5
37,41,8,25,44,68,5,5
63,46,5,8,13,42,8,23
75,41,6,13,17,49,7,17
142,58,4,3,9,31,9,37
135,54,4,4,5,17,17,213
141,45,4,4,6,24,13,95
115,57,4,3,7,24,11,66
117,44,4,4,4,14,20,336
127,51,4,4,8,29,10,47
152,59,3,3,8,29,11,56
105,62,4,3,12,40,8,27
105,43,4,5,6,20,13,103
134,57,4,3,5,15,18,250
100,47,4,4,8,26,9,44
154,56,3,3,42,80,5,4
113,52,4,3,8,30,10,50
127,57,4,3,14,40,7,17
130,50,4,3,6,25,12,80
121,43,4,5,7,21,11,75
121,60,4,3,7,29,11,56
138,51,3,4,9,31,10,43
99,48,4,5,5,19,16,184
119,56,4,3,5,17,15,159
107,44,4,4,6,24,11,67
118,44,4,4,6,22,14,110
111,54,4,3,8,26,10,56
120,54,4,3,21,55,6,10
110,58,4,3,4,12,25,565
17,43,8,24,139,59,3,3
81,44,5,6,33,73,6,7
114,57,4,3,5,18,16,185
123,56,3,3,7,20,10,68
122,48,4,4,6,19,12,91
104,39,4,5,5,15,15,210
118,58,4,3,16,43,7,14
73,46,6,9,24,55,6,10
137,52,4,3,5,17,14,131
72,43,6,10,22,53,6,11
42,33,8,27,17,51,7,17
132,60,3,3,6,20,13,105
127,57,4,3,43,82,5,4
14,38,9,36,75,60,5,5
84,46,4,4,6,20,14,124
154,51,3,4,6,17,15,168
42,36,8,26,23,51,6,12
127,55,4,4,26,59,6,9
14,39,9,35,78,59,5,5
44,39,7,21,22,50,7,14
102,47,4,4,6,18,13,126
119,56,4,3,6,19,14,125
107,50,4,4,6,23,12,85
114,49,4,4,9,33,10,47
130,55,4,4,6,18,13,126
124,72,4,2,201,33,1,12
150,52,3,3,7,27,12,74
116,57,4,3,5,18,13,127
88,38,4,7,8,29,9,41
92,48,4,5,5,17,15,165
78,43,4,6,11,35,8,23
128,51,3,4,6,17,13,122
114,53,4,4,5,16,17,231
131,56,3,3,5,17,14,148
129,53,4,3,8,27,10,46
100,42,4,5,5,18,14,146
112,45,4,4,12,41,8,26
144,48,3,4,8,25,10,51
96,42,4,6,6,23,13,104
116,48,4,4,6,26,12,83
88,37,6,16,11,39,9,31
127,61,4,3,6,17,14,143
93,45,4,5,9,31,9,40
122,50,4,4,8,28,10,48
120,57,4,3,6,18,13,125
106,44,5,7,11,40,9,28
81,42,5,10,22,52,6,12
139,54,3,3,6,25,12,70
143,49,3,3,6,17,13,131
11,37,9,38,115,61,4,3
116,82,4,2,5,19,16,160
115,79,4,2,196,56,3,3
69,37,6,13,10,35,9,37
109,49,4,5,17,52,7,15
144,49,3,4,6,17,13,125
113,42,4,5,5,18,19,251
135,44,4,5,7,29,11,60
73,43,5,8,8,32,10,54
121,54,4,4,6,19,11,89
84,46,5,8,22,56,6,11
140,48,4,3,7,25,11,67
99,54,4,4,26,63,6,9
39,30,9,43,19,56,7,14
119,49,4,4,6,19,13,111
91,43,4,5,6,17,15,179
111,42,4,5,7,27,11,56
128,43,4,4,5,20,16,172
133,53,4,3,6,18,12,98
148,50,3,4,5,18,15,168
110,51,4,3,9,34,9,31
115,50,4,3,5,19,15,140
107,43,4,5,4,15,21,338
56,43,6,13,43,76,5,5
135,60,3,3,5,17,17,204
68,41,6,12,43,68,5,5
121,52,3,3,6,18,12,104
121,49,4,4,6,19,14,135
67,40,6,13,48,67,5,5
118,43,4,4,6,22,12,79
97,58,4,4,5,15,16,222
122,65,4,3,7,21,11,74
119,56,4,3,8,30,10,45
102,48,5,5,20,55,7,12
33,41,7,17,59,73,5,4
81,51,5,5,26,59,6,8
120,77,4,2,205,51,2,6
116,43,4,5,9,31,9,41
90,47,4,5,20,53,6,11
114,61,4,3,6,21,13,110
131,58,3,3,12,39,8,25
87,49,5,7,28,65,6,8
120,62,4,3,11,38,8,26
118,48,4,4,7,26,11,63
113,57,4,3,5,20,16,169
142,43,4,4,7,22,11,61
140,55,4,3,10,35,9,34
68,50,6,11,101,68,5,3
25,36,9,35,107,83,4,2
82,42,4,6,6,19,14,125
38,40,8,25,112,67,4,3
12,31,11,66,132,71,3,3
112,59,4,3,158,92,3,3
65,36,6,15,18,51,7,13
